jour;categorie;value
2021-03-05;PME / PMI;3252183536.0
2021-03-08;Résidentiels;23169298190.0
2016-04-13;Professionnels;4597188633.0
2016-04-29;Entreprises;13714187573.0
2016-04-29;PME / PMI;5071518885.0
2016-05-18;Résidentiels;12840389584.0
2016-06-09;PME / PMI;4731179992.0
2016-06-11;Résidentiels;11365575338.0
2016-06-18;Résidentiels;11666686804.0
2016-06-22;Entreprises;14623231793.0
2016-06-23;Entreprises;14803165483.0
2016-07-13;PME / PMI;5032792360.0
2016-08-11;Résidentiels;10194194131.0
2016-08-16;Entreprises;11946065875.0
2016-08-30;Entreprises;14425362226.0
2016-08-30;PME / PMI;5017381244.0
2016-09-08;PME / PMI;5017425625.0
2016-09-08;Professionnels;3952414310.0
2016-09-26;Entreprises;13333069405.0
2016-09-27;Professionnels;4007962015.0
2016-10-01;PME / PMI;3707511783.0
2016-12-07;Résidentiels;24749700921.0
2016-12-14;PME / PMI;6316448460.0
2016-12-26;PME / PMI;6155377538.0
2016-12-26;Professionnels;5465589420.0
2016-12-27;PME / PMI;6469952492.0
2016-12-29;PME / PMI;6748032719.0
2017-01-03;PME / PMI;7390341259.0
2017-01-03;Professionnels;7516187370.0
2017-02-24;Professionnels;5863657747.0
2017-02-25;Entreprises;10594100193.0
2017-02-25;Professionnels;5439584593.0
2017-04-12;Résidentiels;13239576091.0
2017-05-06;Résidentiels;15347283283.0
2017-07-11;Entreprises;14737392136.0
2017-07-31;PME / PMI;4835859969.0
2017-07-31;Professionnels;3530074762.0
2017-08-02;Entreprises;13125216420.0
2017-09-08;PME / PMI;4761708645.0
2017-09-08;Professionnels;4023023617.0
2017-10-16;Professionnels;3840590269.0
2017-10-28;Résidentiels;15743790634.0
2017-11-09;Entreprises;14865866980.0
2017-11-27;Professionnels;6189022849.0
2017-12-11;Résidentiels;25622448382.0
2018-02-01;Résidentiels;24340430967.0
2018-02-18;Entreprises;9780600970.0
2018-02-18;Professionnels;5282668547.0
2018-03-11;Résidentiels;19431587309.0
2018-04-01;PME / PMI;4387894915.0
2018-04-22;Résidentiels;12201403947.0
2018-04-22;Professionnels;2856825977.0
2018-04-26;Professionnels;3924477523.0
2018-05-05;Professionnels;3607530436.0
2018-05-09;Entreprises;11966581754.0
2018-05-13;PME / PMI;3298601007.0
2018-05-19;Résidentiels;12572230661.0
2018-05-19;Entreprises;9818875250.0
2018-05-31;PME / PMI;4743283806.0
2018-06-20;PME / PMI;5034717640.0
2018-08-05;Entreprises;9041763645.0
2018-08-17;Professionnels;3589553579.0
2018-09-17;Résidentiels;10567480887.0
2018-09-20;Résidentiels;10263378719.0
2018-09-28;PME / PMI;4861524802.0
2018-10-03;PME / PMI;5033010988.0
2018-10-12;Entreprises;13755518995.0
2018-10-14;Résidentiels;12098671352.0
2018-10-14;PME / PMI;3233097908.0
2018-10-22;Résidentiels;13433915157.0
2018-11-08;PME / PMI;6090862066.0
2018-11-08;Professionnels;5251398797.0
2018-11-10;Professionnels;4686949761.0
2018-12-07;PME / PMI;6100585495.0
2019-01-03;Professionnels;6564815697.0
2019-01-12;Entreprises;10974794413.0
2019-01-12;PME / PMI;5823146648.0
2019-01-20;Résidentiels;29281134992.0
2019-04-03;Professionnels;5117923013.0
2019-04-13;Résidentiels;19211074782.0
2019-05-11;Professionnels;3937366811.0
2019-05-20;Entreprises;13011723494.0
2019-07-06;Entreprises;11137192396.0
2019-08-08;PME / PMI;4965427643.0
2019-08-25;Résidentiels;11333687378.0
2019-10-12;Professionnels;3912769510.0
2019-10-25;Résidentiels;14146099630.0
2019-10-25;PME / PMI;4966908461.0
2019-10-28;Professionnels;4486345436.0
2019-11-20;PME / PMI;6857339428.0
2019-12-01;Professionnels;5150306053.0
2019-12-30;Résidentiels;27177986675.0
2020-01-21;Résidentiels;27750972456.0
2020-01-26;PME / PMI;4720049442.0
2020-03-11;Professionnels;5254597235.0
2020-03-31;Résidentiels;22137314120.0
2020-04-16;Entreprises;10949199058.0
2020-04-29;Résidentiels;13458181268.0
2020-05-03;Résidentiels;14624712932.0
2020-05-04;Entreprises;10773518384.0
2020-05-11;PME / PMI;3785472144.0
2020-06-22;Résidentiels;11220723834.0
2020-06-22;Professionnels;3543275446.0
2020-07-03;Professionnels;3924893509.0
2020-07-17;Entreprises;13514229112.0
2020-09-10;Professionnels;4145693176.0
2020-09-17;Résidentiels;11366496596.0
2020-09-19;Entreprises;10054297317.0
2020-09-19;PME / PMI;3998724024.0
2020-10-05;PME / PMI;5478362307.0
2020-11-05;Professionnels;4742417122.0
2020-11-06;PME / PMI;5108639366.0
2020-11-09;Entreprises;12733716978.0
2020-12-03;Professionnels;5943506401.0
2020-12-08;PME / PMI;6365891370.0
2021-01-14;PME / PMI;3855689713.0
2021-01-21;Entreprises;16729424670.0
2021-02-03;Résidentiels;20722744067.0
2021-03-06;PME / PMI;2860661799.0
2021-03-18;Entreprises;16556834978.0
2016-03-21;Résidentiels;21024812498.0
2016-03-29;PME / PMI;6298133637.0
2016-04-02;Résidentiels;20385102110.0
2016-04-02;PME / PMI;4862638863.0
2016-04-03;Entreprises;8851031783.0
2016-04-03;PME / PMI;4040211051.0
2016-05-01;Résidentiels;19996895276.0
2016-05-12;PME / PMI;4991608273.0
2016-05-17;Entreprises;13298872804.0
2016-07-22;Résidentiels;10745239323.0
2016-07-22;PME / PMI;5041848281.0
2016-09-13;Professionnels;3994891830.0
2016-09-15;Professionnels;3912628816.0
2016-10-13;Entreprises;14653921569.0
2016-12-20;PME / PMI;6769590657.0
2017-01-07;PME / PMI;6128768122.0
2017-02-04;Professionnels;5633301078.0
2017-02-21;PME / PMI;6189511340.0
2017-03-03;Entreprises;14193620612.0
2017-03-03;Professionnels;5781889423.0
2017-03-08;Résidentiels;21602713664.0
2017-03-08;Professionnels;6028079409.0
2017-03-12;Entreprises;8939909375.0
2017-03-31;PME / PMI;5227930234.0
2017-05-09;Professionnels;4355623986.0
2017-06-20;PME / PMI;5482303477.0
2017-06-28;PME / PMI;5102474300.0
2017-07-30;Entreprises;8773114252.0
2017-08-13;Résidentiels;10771138462.0
2017-09-03;Entreprises;8475344267.0
2017-09-03;PME / PMI;3399234357.0
2017-10-18;Professionnels;4088276123.0
2017-10-21;Entreprises;10010725656.0
2017-10-21;Professionnels;3817142344.0
2017-10-25;Entreprises;14144725706.0
2017-10-25;PME / PMI;4820751112.0
2017-12-22;Résidentiels;24124874943.0
2017-12-22;Entreprises;13024765221.0
2017-12-22;PME / PMI;6385551616.0
2018-01-05;PME / PMI;6142623362.0
2018-01-08;Professionnels;5945698873.0
2018-02-04;Résidentiels;28872271041.0
2018-02-04;Entreprises;9963974400.0
2018-03-24;PME / PMI;5273365539.0
2018-04-27;Entreprises;13347696310.0
2018-05-14;PME / PMI;4995945549.0
2018-06-21;Professionnels;3886282382.0
2018-08-24;Entreprises;12724095346.0
2018-08-24;Professionnels;3688200292.0
2018-08-25;Professionnels;3411870574.0
2018-09-12;PME / PMI;4891574111.0
2018-09-13;Professionnels;4032850143.0
2018-09-23;Professionnels;3247592713.0
2018-10-01;Professionnels;3925158712.0
2018-10-04;PME / PMI;5091226968.0
2018-10-04;Professionnels;4161715150.0
2018-10-31;PME / PMI;5750083256.0
2018-11-22;Professionnels;6213621098.0
2019-01-01;PME / PMI;4739145034.0
2019-01-01;Professionnels;4951432332.0
2019-02-24;Résidentiels;20942152247.0
2019-02-27;Professionnels;4994744174.0
2019-03-05;PME / PMI;5952414662.0
2019-03-12;Résidentiels;21154317281.0
2019-03-12;Professionnels;5633785838.0
2019-03-25;Résidentiels;18134909431.0
2019-04-04;Entreprises;14527112375.0
2019-04-04;Professionnels;5381359093.0
2019-04-15;Résidentiels;18851959819.0
2019-04-15;PME / PMI;5543335323.0
2019-05-02;Résidentiels;13770869148.0
2019-05-04;Résidentiels;16555179264.0
2019-05-05;Entreprises;8665715424.0
2019-05-22;Professionnels;3861167609.0
2019-06-26;Professionnels;4134047462.0
2019-06-28;PME / PMI;5261541292.0
2019-07-20;Résidentiels;11091621514.0
2019-07-27;Résidentiels;10945549660.0
2019-07-27;PME / PMI;4183585662.0
2019-07-27;Professionnels;3605423474.0
2019-08-13;Professionnels;3345344394.0
2019-08-21;Résidentiels;10091768870.0
2019-08-28;Entreprises;14298798209.0
2019-08-28;PME / PMI;4871094404.0
2019-09-18;PME / PMI;4764808314.0
2019-09-29;Entreprises;8668286731.0
2019-10-04;Résidentiels;12276309201.0
2019-10-23;Professionnels;4596136404.0
2019-10-27;Entreprises;8630372086.0
2019-11-25;PME / PMI;6300529243.0
2019-11-25;Professionnels;5551426501.0
2019-12-03;Résidentiels;26305407337.0
2019-12-18;Résidentiels;20804107982.0
2019-12-18;Professionnels;5778038241.0
2019-12-20;PME / PMI;5746283005.0
2019-12-28;Entreprises;9191710081.0
2019-12-28;Professionnels;5406577415.0
2020-01-28;PME / PMI;6847199098.0
2020-01-30;Professionnels;6201963233.0
2020-02-27;Résidentiels;24095363283.0
2020-03-14;Professionnels;4958078370.0
2020-03-30;Résidentiels;23712158386.0
2020-04-03;Professionnels;4004347525.0
2020-06-01;Entreprises;9317499156.0
2020-06-01;Professionnels;3279166144.0
2020-06-12;Résidentiels;11764056918.0
2020-06-20;Professionnels;3389470575.0
2020-06-21;Entreprises;8085741174.0
2020-06-21;PME / PMI;3098227993.0
2020-06-30;Entreprises;13476175286.0
2020-08-03;Entreprises;11353387437.0
2020-09-09;Professionnels;4050194929.0
2020-09-30;Entreprises;13767771053.0
2020-10-10;Entreprises;9749855544.0
2020-10-15;Entreprises;14230577759.0
2020-11-01;Résidentiels;16375717059.0
2020-11-10;Entreprises;13394979084.0
2020-11-16;PME / PMI;5111620452.0
2020-11-21;Entreprises;10080513820.0
2020-12-18;Professionnels;5595248015.0
2021-01-28;PME / PMI;3589703279.0
2021-02-23;Professionnels;4750599118.0
2021-03-12;Résidentiels;20851906585.0
2021-03-12;Entreprises;15499872868.0
2021-03-12;Professionnels;5042849067.0
2016-03-25;Résidentiels;20324129549.0
2016-04-01;Résidentiels;19663534472.0
2016-04-01;Entreprises;14179581376.0
2016-05-21;Résidentiels;12445026335.0
2016-05-25;Entreprises;14001036156.0
2016-06-08;PME / PMI;4663913036.0
2016-06-21;Résidentiels;10879744870.0
2016-08-17;PME / PMI;4885527328.0
2016-08-23;Entreprises;13763981401.0
2016-09-16;Entreprises;13762433927.0
2016-09-16;Professionnels;4001605746.0
2016-09-17;Entreprises;9867855877.0
2016-10-02;Professionnels;3151959230.0
2016-10-27;Professionnels;5001173193.0
2016-10-30;Entreprises;8717933261.0
2016-11-14;Entreprises;14330572155.0
2016-11-28;PME / PMI;6598557342.0
2016-11-28;Professionnels;5976979227.0
2016-12-11;Entreprises;9805399621.0
2017-01-05;Professionnels;7387116084.0
2017-02-06;Professionnels;6318253955.0
2017-03-25;PME / PMI;4768182061.0
2017-04-23;Professionnels;3426213774.0
2017-05-16;Professionnels;3769779867.0
2017-06-08;Résidentiels;10440380029.0
2017-06-08;Professionnels;3849530420.0
2017-07-29;Résidentiels;11003644093.0
2017-07-29;PME / PMI;4252439034.0
2017-07-29;Professionnels;3478534836.0
2017-08-01;Résidentiels;10631967420.0
2017-08-01;Entreprises;12964922557.0
2017-08-01;PME / PMI;5017523438.0
2017-09-19;Entreprises;14299739124.0
2017-10-05;PME / PMI;5030226730.0
2017-10-22;Entreprises;8668624339.0
2017-10-30;Professionnels;4776604553.0
2017-11-18;Entreprises;10707655091.0
2017-12-18;Résidentiels;26889957226.0
2017-12-18;Professionnels;6356390829.0
2018-01-02;PME / PMI;6725912510.0
2018-01-19;Résidentiels;24118817394.0
2018-01-22;Professionnels;5623899124.0
2018-02-06;Entreprises;15887075462.0
2018-02-09;PME / PMI;7474410797.0
2018-02-24;Entreprises;11341430048.0
2018-02-26;Entreprises;15342563099.0
2018-02-27;PME / PMI;8180486487.0
2018-03-15;Professionnels;5578784276.0
2018-03-29;Entreprises;14826965936.0
2018-04-09;Résidentiels;15506165526.0
2018-04-16;Professionnels;4239521868.0
2018-06-12;PME / PMI;4786981439.0
2018-07-13;Entreprises;14532301085.0
2018-07-17;Entreprises;14763864173.0
2018-07-26;Résidentiels;10967229578.0
2018-07-30;Entreprises;13128198139.0
2018-08-19;Entreprises;8388667191.0
2018-08-19;PME / PMI;3606841531.0
2018-09-18;Professionnels;4001467067.0
2018-09-25;Résidentiels;10916952456.0
2018-10-07;Résidentiels;13177663681.0
2018-10-09;Entreprises;14141746128.0
2018-10-15;PME / PMI;4807730756.0
2018-10-25;Résidentiels;13531969174.0
2018-11-05;Professionnels;4956431435.0
2018-12-01;Entreprises;10570244107.0
2018-12-16;PME / PMI;4890250850.0
2018-12-16;Professionnels;5634129485.0
2018-12-28;Professionnels;6214230565.0
2018-12-29;PME / PMI;5755186231.0
2018-12-29;Professionnels;5947827869.0
2019-01-02;Résidentiels;25314330644.0
2019-01-02;Professionnels;6035899674.0
2019-01-21;PME / PMI;7382680509.0
2019-02-15;PME / PMI;6293548854.0
2019-02-25;PME / PMI;5888486878.0
2019-03-02;Résidentiels;19791787869.0
2019-04-02;Professionnels;4706658324.0
2019-04-07;Professionnels;4127019040.0
2019-04-14;Résidentiels;20602099493.0
2019-04-14;Entreprises;9074615627.0
2019-04-22;Entreprises;9354526536.0
2019-05-03;Entreprises;13053313662.0
2019-05-18;Entreprises;9772534072.0
2019-06-01;PME / PMI;3856974726.0
2019-06-06;PME / PMI;4867446561.0
2019-06-18;Entreprises;14412704506.0
2019-07-16;Entreprises;14663699666.0
2019-07-29;Entreprises;12572831961.0
2019-07-29;Professionnels;3542203236.0
2019-07-31;Résidentiels;10086626313.0
2019-08-06;Professionnels;3732801077.0
2019-08-29;PME / PMI;4889935585.0
2019-09-10;Professionnels;3908005616.0
2019-09-16;Professionnels;3795219699.0
2019-09-17;Résidentiels;10355854237.0
2019-09-21;Professionnels;3658508216.0
2019-10-18;Résidentiels;12913178662.0
2019-11-09;Entreprises;10407513850.0
2019-11-16;PME / PMI;5387587796.0
2019-11-23;Résidentiels;22405649594.0
2019-12-07;Professionnels;5701659853.0
2020-01-11;PME / PMI;5357650728.0
2020-01-12;Professionnels;5336072577.0
2020-01-25;Résidentiels;27463207314.0
2020-01-25;Professionnels;6103978193.0
2020-03-03;PME / PMI;6358368145.0
2020-03-03;Professionnels;6210416809.0
2020-03-05;PME / PMI;6229273061.0
2020-03-06;Professionnels;6123864322.0
2020-04-24;Résidentiels;12777335785.0
2020-05-08;Professionnels;2920635884.0
2020-05-12;Résidentiels;14125401592.0
2020-05-15;Résidentiels;14213691500.0
2020-05-26;Résidentiels;11071134944.0
2020-05-27;Professionnels;3397905658.0
2020-07-11;Entreprises;10027698148.0
2020-07-14;Entreprises;10515933765.0
2020-08-26;PME / PMI;4792735434.0
2020-09-08;Résidentiels;11314032914.0
2020-09-21;PME / PMI;4996746800.0
2020-10-18;Professionnels;4423579050.0
2020-10-24;Résidentiels;16351970016.0
2020-11-17;Entreprises;13694531397.0
2020-12-21;PME / PMI;5471922749.0
2020-12-31;Professionnels;5593729970.0
2021-01-10;Entreprises;12379744364.0
2021-01-15;Professionnels;6437636884.0
2021-01-30;Professionnels;5056018634.0
2021-02-01;PME / PMI;3583429398.0
2021-02-09;Entreprises;17507980724.0
2021-02-12;Résidentiels;31978077924.0
2021-02-12;Professionnels;6867369767.0
2021-02-14;Résidentiels;33964491387.0
2016-04-27;Professionnels;5117107692.0
2016-05-03;Professionnels;4489786335.0
2016-06-07;Professionnels;3851276565.0
2016-06-12;Résidentiels;12095506948.0
2016-06-12;Professionnels;3041028953.0
2016-07-21;Résidentiels;10767119119.0
2016-08-05;Entreprises;11787001460.0
2016-09-23;PME / PMI;4486623172.0
2016-10-18;Entreprises;14445936224.0
2016-11-09;Résidentiels;22773111056.0
2016-11-20;Entreprises;9122071363.0
2016-12-12;Professionnels;6016253503.0
2017-01-23;Entreprises;15498053771.0
2017-01-23;Professionnels;7537344421.0
2017-01-25;Résidentiels;32612468357.0
2017-01-28;Résidentiels;27796586821.0
2017-03-28;Professionnels;4640577124.0
2017-04-13;PME / PMI;4909551626.0
2017-05-04;Résidentiels;15372583319.0
2017-05-04;Entreprises;14031388451.0
2017-05-12;PME / PMI;4819730883.0
2017-05-14;Entreprises;8418545300.0
2017-05-28;Entreprises;8812469829.0
2017-06-12;Professionnels;3594999029.0
2017-06-18;Entreprises;9406971801.0
2017-06-18;PME / PMI;3613343704.0
2017-07-21;Résidentiels;10543862638.0
2017-07-21;Professionnels;3842997767.0
2017-08-07;Résidentiels;10533413812.0
2017-08-18;Professionnels;3762022624.0
2017-08-31;Professionnels;3824018716.0
2017-09-15;Professionnels;4240694757.0
2017-09-21;Résidentiels;12194912790.0
2017-10-26;Entreprises;14217997906.0
2017-10-26;PME / PMI;4948964077.0
2017-12-12;Résidentiels;26341262437.0
2017-12-30;Professionnels;5445511000.0
2018-01-09;PME / PMI;6850191218.0
2018-01-09;Professionnels;6342480256.0
2018-01-12;Résidentiels;24947802619.0
2018-01-12;Entreprises;14655185559.0
2018-01-12;PME / PMI;6476634325.0
2018-02-07;PME / PMI;7631955071.0
2018-02-07;Professionnels;7600647566.0
2018-02-14;Entreprises;15748676728.0
2018-02-25;Professionnels;6009763330.0
2018-03-16;Entreprises;14158966764.0
2018-04-18;PME / PMI;4826310393.0
2018-04-30;PME / PMI;4307633282.0
2018-05-17;Professionnels;4029776639.0
2018-06-06;Entreprises;14259622223.0
2018-06-09;PME / PMI;3848758767.0
2018-06-09;Professionnels;3340697331.0
2018-08-12;Résidentiels;10665075879.0
2018-08-12;Entreprises;8256684867.0
2018-08-30;Résidentiels;10300054599.0
2018-09-03;Professionnels;3646676281.0
2018-09-10;PME / PMI;4807256289.0
2018-09-19;Entreprises;14670178193.0
2018-09-19;Professionnels;3964844168.0
2018-09-21;Professionnels;4036890006.0
2018-09-26;Professionnels;3960922666.0
2018-11-30;Entreprises;14157874537.0
2018-12-03;Professionnels;5278501089.0
2018-12-25;PME / PMI;4575545085.0
2019-01-31;Résidentiels;29025398467.0
2019-03-07;PME / PMI;5969390816.0
2019-03-07;Professionnels;5337057001.0
2019-03-09;Professionnels;4848199358.0
2019-03-18;Entreprises;13940098463.0
2019-04-01;PME / PMI;5309245047.0
2019-04-25;Professionnels;4344906725.0
2019-06-25;Résidentiels;10817034904.0
2019-07-04;Professionnels;4052487487.0
2019-07-07;Professionnels;3299384837.0
2019-07-09;Résidentiels;10339501519.0
2019-08-02;PME / PMI;4880743223.0
2019-08-07;PME / PMI;4918805266.0
2019-08-07;Professionnels;3667292280.0
2019-09-05;Résidentiels;10443700447.0
2019-09-05;Professionnels;3875478822.0
2019-09-12;Entreprises;14186611768.0
2019-09-26;Résidentiels;10703818175.0
2019-10-01;Professionnels;3977748275.0
2019-10-06;Professionnels;3433396560.0
2019-10-24;Entreprises;13923596749.0
2019-10-24;PME / PMI;5106506443.0
2019-10-26;Entreprises;9796008658.0
2019-12-08;Résidentiels;23451816095.0
2019-12-08;Professionnels;5028020799.0
2019-12-12;Résidentiels;25762724782.0
2019-12-13;Résidentiels;24356333880.0
2019-12-15;Professionnels;5082773247.0
2019-12-17;Entreprises;14193857972.0
2020-01-05;PME / PMI;4774901424.0
2020-01-15;PME / PMI;6271776598.0
2020-02-15;Résidentiels;21710269755.0
2020-02-26;Résidentiels;23154844177.0
2020-03-18;Résidentiels;17568967904.0
2020-03-18;Professionnels;3788922854.0
2020-04-04;Entreprises;8294741282.0
2020-04-06;Entreprises;10148265880.0
2020-04-06;PME / PMI;3878774276.0
2020-04-10;Professionnels;3284961149.0
2020-04-15;PME / PMI;3762260914.0
2020-05-05;Entreprises;11480789492.0
2020-06-10;Entreprises;12668541994.0
2020-06-19;PME / PMI;4360619564.0
2020-06-24;Résidentiels;11190709769.0
2020-06-24;Entreprises;13775811455.0
2020-07-31;Entreprises;13248160068.0
2020-07-31;Professionnels;4356642713.0
2020-08-06;PME / PMI;5205007841.0
2020-08-08;Résidentiels;12725263224.0
2020-08-18;Entreprises;12128056526.0
2020-08-28;Résidentiels;11216742473.0
2020-10-07;Résidentiels;15629247492.0
2020-10-12;Résidentiels;17606685256.0
